OBJECTID,Station_ID,Feature_Origin,Notes,Mode_Observation,Slip_Sense,Scarp_Facing_Direction,Local_Fault_Dip,Local_Fault_Azimuth_Degrees,Slip_Azimuth,Fault_Slip_Measurement_Type,Heave_cm,Heave_min_cm,Heave_max_cm,Rupture_Expression,Rupture_Width_m,Rupture_Width_Min_m,Rupture_Width_Max_m,VM_Slip_Azimuth,Plunge,Net_Slip_Preferred_cm,Net_Slip_Min_cm,Net_Slip_Max_cm,Vector_Offset_Feature_Notes,Horizontal_Separation_cm,Horizontal_Separation_Min_cm,Horizontal_Separation_Max_cm,Vertical_Separation_cm,Vertical_Separation_Min_cm,Vertical_Separation_Max_cm,Slip_Offset_Feature_Notes,GlobalID,CreationDate,Creator,EditDate,Editor,fault_az_min_L,fault_az_max_L,fault_dip_min_L,fault_dip_max_L,local_frac_az_min_L,local_frac_az_max_L,striations_observed_L,gouge_observed_L,vect_plunge_min_L,vect_plunge_max_L,vect_az_min_L,vect_az_max_L,horiz_az_min_L,horiz_az_max_L,_Compiler_Note,_aperture_max,_aperture_min,_aperture_pref,_citation,_feature_type,_heave_type,_latitude,_longitude,_obs_affiliation,_obs_position,_observed_feature,_orig_lat,_orig_lon,_source,_team,_team_id,_vert_slip_type
52,Observation 34,Tectonic,Source: Ridgecrest 2019; 3 ft wide zone; 0.3 left-lateral offset,,Left,,,,,,,,,,0.910000026,,,,,,,,,9.100000381,,,,,,,,2019-07-06T09:26:00-07,C. Hitchcock,,,,,,,,,,,,,,,,,,,,,,,,35.61890871,-117.5770001,InfraTerra,At Site,,35.61890871,-117.5770001,6.4,"C. Hitchcock/InfraTerra
O. Kozaci/InfraTerra
C. Madugo/PG&E",'07/06-6',
53,Red Point 1,Tectonic,Source: Ridgecrest 2019; Offset ant hill northwest of pipeline road. Tire track adjacent to ant hill was offset 30.5 cm. Measured by Chris Madugo and Hitchcock on 7/6/19. ,,Right,,,,,,,,,,,,,,,,,,,30.5,,,5.0,,,,,2019-07-06T10:10:00-07,C. Madugo,,,,,,,,,,,,,,,,,Observation time estimated,,,,,Natural,,35.64348576,-117.4751506,PG&E,At Site,Ant hill,35.64348576,-117.4751506,7.1,"C. Hitchcock/InfraTerra
O. Kozaci/InfraTerra
C. Madugo/PG&E",'07/06-6',Separation
54,Observation 39,Tectonic,Source: Ridgecrest 2019; Offset stream channel northwest of pipeline road. Measured by Chris Hitchcock and C. Madugo on 7/6/19; from C. Madugo: Could not see clear piercing line.,,Right,,,,,Separation,,,,,,,,,,,,,,,30.5,45.70000076,,,,,,2019-07-06T10:23:00-07,C. Hitchcock,,,,,,,,,,,,,,,,,,,,,,Natural,,35.64365039,-117.4753486,InfraTerra,At Site,Stream channel,35.64365039,-117.4753486,7.1,"C. Hitchcock/InfraTerra
O. Kozaci/InfraTerra
C. Madugo/PG&E",'07/06-6',
55,Placemark 2,Tectonic,Source: Ridgecrest 2019; Large crack with right-lateral. Four linear offsets of painted lines due to double yellow. Yellow line north has 31-31.5 cm right-lateral. South has 31-33 cm right-lateral.  White line south 10-11 cm.  Vertical is not significant. Up to north less than 1 cm.,,Right,South,,,,,,,,Crack(s),,,,,,,,,,,72.0,75.5,,,1.0,,,2019-07-06T14:34:00-07,E. Haddon,,,,,,,,,,,,,,,,,,,,,,Cultural,,35.72240673,-117.5733465,USGS,At Site,Road,35.72240673,-117.5733465,7.1,"M. DeFrisco/CGS
B. Haddon/USGS
J. Hernandez/CGS
K. Hudnut/USGS
B. Olson/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/06-2',Separation
56,Placemark 3,Tectonic,"Source: Ridgecrest 2019; Fault scarp, angle point, approx. 7 feet high",,Normal,,,,,,,,,Scarp,,,,,,,,,,,,,213.3999939,,,,,2019-07-06T14:40:48-07,B. Olson,,,,,,,,,,,,,,,,,,,,,,,,35.7712145,-117.6023832,CGS,At Site,,35.7712145,-117.6023832,7.1,"M. DeFrisco/CGS
B. Haddon/USGS
J. Hernandez/CGS
K. Hudnut/USGS
B. Olson/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/06-2',Separation
57,Placemark 3,Tectonic,Source: Ridgecrest 2019; White line on roadway has  right-lateral 9-10 cm. Vertical is 2 cm up to the south.,,Right,North,,,,,,,,,,,,,,,,,,,9.0,10.0,2.0,,,,,2019-07-06T14:42:00-07,E. Haddon,,,,,,,,,,,,,,,,,,,,,,Cultural,,35.72239601,-117.5733597,USGS,At Site,Road,35.72239601,-117.5733597,7.1,"M. DeFrisco/CGS
B. Haddon/USGS
J. Hernandez/CGS
K. Hudnut/USGS
B. Olson/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/06-2',Separation
58,Placemark 4,Tectonic,Source: Ridgecrest 2019; Right-lateral 2-3 cm based on yellow line on roadway. Vertical is up to north 1/2 cm.,,Right,South,,,,,,,,,,,,,,,,,,,2.0,3.0,0.5,,,,,2019-07-06T14:44:00-07,E. Haddon,,,,,,,,,,,,,,,,,,,,,,Cultural,,35.72240673,-117.5732409,USGS,At Site,Road,35.72240673,-117.5732409,7.1,"M. DeFrisco/CGS
B. Haddon/USGS
J. Hernandez/CGS
K. Hudnut/USGS
B. Olson/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/06-2',Separation
59,Placemark 4,Tectonic,"Source: Ridgecrest 2019; Low fault scarp, east side up, approx 2 feet high",,Normal,West,,,,,,,,Scarp,,,,,,,,,,,,,61.0,,,,,2019-07-06T14:45:31-07,B. Olson,,,,,,,,,,,,,,,,,,,,,,,,35.77183653,-117.6023988,CGS,At Site,,35.77183653,-117.6023988,7.1,"M. DeFrisco/CGS
B. Haddon/USGS
J. Hernandez/CGS
K. Hudnut/USGS
B. Olson/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/06-2',Separation
60,Placemark 5,Tectonic,Source: Ridgecrest 2019; White line on northern edge of roadway. Right-lateral 2-3 cm. Vertical is up to north 1/2 cm.,,Right,South,,,,,,,,,,,,,,,,,,,2.0,3.0,0.5,,,,,2019-07-06T14:46:00-07,E. Haddon,,,,,,,,,,,,,,,,,,,,,,Cultural,,35.72244959,-117.5731353,USGS,At Site,Road,35.72244959,-117.5731353,7.1,"M. DeFrisco/CGS
B. Haddon/USGS
J. Hernandez/CGS
K. Hudnut/USGS
B. Olson/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/06-2',Separation
61,Placemark 6,Tectonic,Source: Ridgecrest 2019; White line on roadway has RL 2-3 cm. Vertical is up to south 1 cm.,,Right,North,,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,,,,,2019-07-06T14:48:00-07,E. Haddon,,,,,,,,,,,,,,,,,,,,,,Cultural,,35.72242816,-117.5731617,USGS,At Site,Road,35.72242816,-117.5731617,7.1,"M. DeFrisco/CGS
B. Haddon/USGS
J. Hernandez/CGS
K. Hudnut/USGS
B. Olson/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/06-2',Separation
62,Placemark 7,Tectonic,Source: Ridgecrest 2019; Double yellow line has 8-10 cm right-lateral. Vertical is up to north 1/4 cm.,,Right,South,,,,,,,,,,,,,,,,,,,8.0,10.0,0.25,,,,,2019-07-06T14:49:00-07,E. Haddon,,,,,,,,,,,,,,,,,,,,,,Cultural,,35.72242816,-117.5729769,USGS,At Site,Road,35.72242816,-117.5729769,7.1,"M. DeFrisco/CGS
B. Haddon/USGS
J. Hernandez/CGS
K. Hudnut/USGS
B. Olson/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/06-2',Separation
63,Placemark 8,Tectonic,"Source: Ridgecrest 2019; White line on northern margin of roadway has 9-10 cm right-lateral offset. Vertical is up to south 1 cm, not significant.",,Right,North,,,,,,,,,,,,,,,,,,,9.0,10.0,1.0,,,,,2019-07-06T14:52:00-07,E. Haddon,,,,,,,,,,,,,,,,,,,,,,Cultural,,35.72244959,-117.5728977,USGS,At Site,Road,35.72244959,-117.5728977,7.1,"M. DeFrisco/CGS
B. Haddon/USGS
J. Hernandez/CGS
K. Hudnut/USGS
B. Olson/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/06-2',Separation
64,Placemark 6,Tectonic,"Source: Ridgecrest 2019; Fault scarp, approx 3 feet high, approx 2 feet high scarp to east (~12 feet horizontal)",,Right - Normal ,,,,,,,,,Scarp,,,,,,,,,,365.7999878,,,91.40000153,,,,,2019-07-06T14:52:53-07,B. Olson,,,,,,,,,,,,,,,,,,,,,,,,35.77048035,-117.6028255,CGS,At Site,,35.77048035,-117.6028255,7.1,"M. DeFrisco/CGS
B. Haddon/USGS
J. Hernandez/CGS
K. Hudnut/USGS
B. Olson/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/06-2',Separation
65,C1_9,Tectonic,Source: Ridgecrest 2019; nan,,Left,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2019-07-06T14:53:26-07,M. DeFrisco,,,,,,,,,No,No,,,,,,,,,,,,,,35.90679386,-117.6609658,CGS,At Site,,35.90679386,-117.6609658,7.1,"B. Brooks/USGS
T. Ericksen/USGS
I. Pierce/UNR",'07/06-1',
66,Placemark 10,Tectonic,Source: Ridgecrest 2019; 1.45-1.46 m right-lateral with error of 3 cm. Vertical is 89 cm.,,Right - Normal ,,,,,Separation,,,,,,,,,,,,,,145.0,142.0,148.0,89.0,,,,,2019-07-06T14:57:00-07,E. Haddon,,,,,,,,,,,,,,,,,,,,,,,,35.72240311,-117.5727886,USGS,At Site,,35.72240311,-117.5727886,7.1,"M. DeFrisco/CGS
B. Haddon/USGS
J. Hernandez/CGS
K. Hudnut/USGS
B. Olson/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/06-2',Separation
67,Placemark 11,Tectonic,"Source: Ridgecrest 2019; Southern White Line offset is 1.37-1.38 m. Double Yellow shows 60 cm vertical, but not good measurement due to buckling. Using brunton sight indicates ~5 ft total vertical.  South yellow ine shows right-lateral 1.39-1.4 m. North yellow line shows right-lateral 1.39-1.41 m. North white line right-lateral is 1.385-1.395 m.",,Right - Normal ,,,,,,,,,,,,,,,,,,,,137.0,141.0,152.3999939,,,,,2019-07-06T15:00:00-07,E. Haddon,,,,,,,,,,,,,,,,,Observation time is estimated. Computed range using all measurements.,,,,,Cultural,,35.7224299,-117.5728216,USGS,At Site,Road,35.7224299,-117.5728216,7.1,"M. DeFrisco/CGS
B. Haddon/USGS
J. Hernandez/CGS
K. Hudnut/USGS
B. Olson/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/06-2',Separation
68,Wpt 072,Tectonic,"Source: Ridgecrest 2019; Due North trend on fault, graben between 2 strands, offset 6 to 10 cm",,Normal,,,,,,,,,,,,,,,,,,,,,,,6.0,10.0,,,2019-07-06T15:06:11-07,J. Hernandez,,,,,,,,,,,,,,,,,,,,,,,,35.90558898,-117.6608894,CGS,At Site,,35.90558898,-117.6608894,7.1,"M. DeFrisco/CGS
B. Haddon/USGS
J. Hernandez/CGS
K. Hudnut/USGS
B. Olson/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/06-2',Separation
69,2ft1 (C1_8),Tectonic,Source: Ridgecrest 2019; 15 meter wide zone of fractures on hillside. Westernmost extent of fractures is at base of basalt at top of ridge,,Left,,,,,,,,,Zone of deformation,15.0,,,,,,,,,10.0,,,,,,,,2019-07-06T15:09:19-07,E. Spangler,,,,,,,,,No,No,,,,,,,,,,20.0,,Natural,,35.90853147,-117.6610427,CGS,At Site,ground squirrel colony collapse,35.90853147,-117.6610427,7.1,"B. Brooks/USGS
T. Ericksen/USGS
I. Pierce/UNR",'07/06-1',
70,Wpt 073,Tectonic,"Source: Ridgecrest 2019; 1 cm vertical displacement, west side up",,Normal,East,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2019-07-06T15:13:20-07,J. Hernandez,,,,,,,,,,,,,,,,,,,,,,,,35.90433681,-117.6606784,CGS,At Site,,35.90433681,-117.6606784,7.1,"M. DeFrisco/CGS
B. Haddon/USGS
J. Hernandez/CGS
K. Hudnut/USGS
B. Olson/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/06-2',Separation
71,Placemark 12,Tectonic,Source: Ridgecrest 2019; Right-lateral 1.38-1.4-1.42 m. 81 cm vertical up to north. White line on southern margin of roadway.,,Right,South,,,,Separation,,,,,,,,,,,,,,140.0,138.0,142.0,81.0,,,,,2019-07-06T15:15:00-07,E. Haddon,,,,,,,,,,,,,,,,,Observation time is estimated,,,,,Cultural,,35.72245668,-117.5727556,USGS,At Site,Road,35.72245668,-117.5727556,7.1,"M. DeFrisco/CGS
B. Haddon/USGS
J. Hernandez/CGS
K. Hudnut/USGS
B. Olson/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/06-2',Separation
72,Placemark 8,Uncertain,"Source: Ridgecrest 2019; Scarp, fault or lateral spread(?}, approx 12 inches high, approx 140 feet long, evidence of extension in alluvium to the west",,,,,,,,,,,Scarp,,,,,,,,,,,,,30.47999954,,,,,2019-07-06T15:29:40-07,B. Olson,,,,,,,,,,,,,,,,,,,,42.66999817,,,,35.77213127,-117.6078143,CGS,At Site,,35.77213127,-117.6078143,7.1,"M. DeFrisco/CGS
B. Haddon/USGS
J. Hernandez/CGS
K. Hudnut/USGS
B. Olson/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/06-2',Separation
73,Placemark 16,Tectonic,Source: Ridgecrest 2019; White line northern edge roadway 73-74.5 cm right-lateral.,,Right,,,,,,,,,,,,,,,,,,,,73.0,74.5,,,,,,2019-07-06T15:38:00-07,E. Haddon,,,,,,,,,,,,,,,,,,,,,,Cultural,,35.72244959,-117.5725941,USGS,At Site,Road,35.72244959,-117.5725941,7.1,"M. DeFrisco/CGS
B. Haddon/USGS
J. Hernandez/CGS
K. Hudnut/USGS
B. Olson/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/06-2',
74,Placemark 17,Tectonic,"Source: Ridgecrest 2019; Double yellow lines offset 71-73 cm right-lateral, 72-74 cm right-lateral, 2 cm vertical up to north. Vertical on road does not reflect geomorphology off road.",,Right,South,,,,,,,,,,,,,,,,,,,71.0,74.0,2.0,,,,,2019-07-06T15:42:00-07,E. Haddon,,,,,,,,,,,,,,,,,,,,,,Cultural,,35.72251388,-117.5725281,USGS,At Site,Road,35.72251388,-117.5725281,7.1,"M. DeFrisco/CGS
B. Haddon/USGS
J. Hernandez/CGS
K. Hudnut/USGS
B. Olson/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/06-2',Separation
75,41,Tectonic,"Source: Ridgecrest 2019; Road offset, maximum 60 cm, however piercing line is edge of road which is soft dirt and collapsed due to shaking modifying the actual edge of road. 
",,Left,,,,,Separation,,,,,,,,,,,,,,60.0,50.0,70.0,,,,,,2019-07-06T15:45:56-07,I. Pierce,,,,,,,,,,,,,,,,,Recorded lateral offset 60 +/- 10 instead of maximum 60 cm in notes.,,,,,Cultural,,35.61777635,-117.5734494,UNR,At Site,Road,35.61777635,-117.5734494,6.4,"B. Brooks/USGS
T. Ericksen/USGS
I. Pierce/UNR",'07/06-1',
76,Placemark 18,Tectonic,"Source: Ridgecrest 2019; 73.5-74.5 cm right-lateral, vertical is 14 cm down to south.",,Right,South,,,,,,,,,,,,,,,,,,,73.5,74.5,14.0,,,,,2019-07-06T15:47:00-07,E. Haddon,,,,,,,,,,,,,,,,,,,,,,,,35.72242816,-117.5725677,USGS,At Site,,35.72242816,-117.5725677,7.1,"M. DeFrisco/CGS
B. Haddon/USGS
J. Hernandez/CGS
K. Hudnut/USGS
B. Olson/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/06-2',Separation
77,Placemark 13,Tectonic,Source: Ridgecrest 2019; White line northern edge roadway 2-3 cm right-lateral,,Right,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,2019-07-06T15:51:00-07,E. Haddon,,,,,,,,,,,,,,,,,,,,,,Cultural,,35.72250316,-117.5724357,USGS,At Site,Road,35.72250316,-117.5724357,7.1,"M. DeFrisco/CGS
B. Haddon/USGS
J. Hernandez/CGS
K. Hudnut/USGS
B. Olson/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/06-2',
78,Placemark 20,Tectonic,Source: Ridgecrest 2019; One yellow line offset 2-3 cm right-lateral. Another is offset 2-3 cm right-lateral. Vertical is up to north 1/4 cm.,,Right,South,,,,,,,,,,,,,,,,,,,2.0,3.0,0.25,,,,,2019-07-06T15:53:00-07,E. Haddon,,,,,,,,,,,,,,,,,,,,,,Cultural,,35.72251388,-117.5724357,USGS,At Site,Road,35.72251388,-117.5724357,7.1,"M. DeFrisco/CGS
B. Haddon/USGS
J. Hernandez/CGS
K. Hudnut/USGS
B. Olson/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/06-2',Separation
79,Placemark 21,Tectonic,Source: Ridgecrest 2019; White line on northern edge of roadway shows 2-3 cm right-lateral . 1/4 cm vertical up to north.,,Right,South,,,,,,,,,,,,,,,,,,,2.0,3.0,0.25,,,,,2019-07-06T15:55:00-07,E. Haddon,,,,,,,,,,,,,,,,,Observation time is estimated,,,,,Cultural,,35.72248173,-117.5724093,USGS,At Site,Road,35.72248173,-117.5724093,7.1,"M. DeFrisco/CGS
B. Haddon/USGS
J. Hernandez/CGS
K. Hudnut/USGS
B. Olson/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/06-2',Separation
80,43,Tectonic,"Source: Ridgecrest 2019; Photograph view south. Anastomosing cracks 30 cm wide x 30 cm  deep
",,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,2019-07-06T15:55:57-07,I. Pierce,,,,,,,,,,,,,,,,,,,,,,,Extension,35.61710995,-117.574449,UNR,At Site,,35.61710995,-117.574449,6.4,"B. Brooks/USGS
T. Ericksen/USGS
I. Pierce/UNR",'07/06-1',
81,46,Tectonic,"Source: Ridgecrest 2019; Left-laterally offset crest of wash margin about 60 cm.  Photo 236 view NE along fault, photo 235 view NW along offset crest.
",,Left,,,,,Separation,,,,,,,,,,,,,,60.0,50.0,70.0,,,,,,2019-07-06T16:05:52-07,I. Pierce,,,,,,,,,,,,,,,,,,,,,,Natural,,35.6155338,-117.575777,UNR,At Site,Crest of wash margin,35.6155338,-117.575777,6.4,"B. Brooks/USGS
T. Ericksen/USGS
I. Pierce/UNR",'07/06-1',
82,Placemark 24,Tectonic,Source: Ridgecrest 2019; 3.4-3.7 m right-lateral. Incised stream. Measurement has med-low confidence.,,Right,,,,,,,,,,,,,,,,,,,,340.0,370.0,,,,,,2019-07-06T16:06:00-07,E. Haddon,,,,,,,,,,,,,,,,,,,,,,Natural,,35.72317822,-117.5733597,USGS,At Site,Incised stream.,35.72317822,-117.5733597,7.1,"M. DeFrisco/CGS
B. Haddon/USGS
J. Hernandez/CGS
K. Hudnut/USGS
B. Olson/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/06-2',
83,47,Tectonic,"Source: Ridgecrest 2019; Large crack 90 cm wide x 30 cm deep 
",,,,,,,,91.44000244,,,,,,,,,,,,,,,,,,,,,2019-07-06T16:22:12-07,I. Pierce,,,,,,,,,,,,,,,,,,,,,,,Extension,35.6186731,-117.5722843,UNR,At Site,,35.6186731,-117.5722843,6.4,"B. Brooks/USGS
T. Ericksen/USGS
I. Pierce/UNR",'07/06-1',
84,Stop 1 070619,Tectonic,"Source: Ridgecrest 2019; Right-lateral slip; 18 cm of slip observed on berm on north side of road. In general, fault steps left, but overall nw trend. Some areas of distributed offset, but at nw end, still good fault traces observed at surface. Walked out fault trace for 800 m. ",,Right,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,2019-07-06T16:22:50-07,J. Thompson Jobe,,,,,,,,,,,,,,,,,,,,,,Cultural,,35.59018474,-117.4163147,USGS,At Site,Road berm,35.59018474,-117.4163147,7.1,"J. Delano/USGS
C. DuRoss/USGS
R. Gold/USGS
J. Thompson Jobe/USGS",'07/06-3',
85,48,Tectonic,"Source: Ridgecrest 2019; Right-stepping en echelon faults, overlapping subtle depressions and compression mounds, scarps up to 30 cm high. 
",,Left - Reverse,,,,,,,,,En echelon,,,,,,,,,,,,,,,30.0,,,2019-07-06T16:27:08-07,I. Pierce,,,,,,,,,,,,,,,,,,,,,,,,35.6202579,-117.5706515,UNR,At Site,,35.6202579,-117.5706515,6.4,"B. Brooks/USGS
T. Ericksen/USGS
I. Pierce/UNR",'07/06-1',Separation
86,Stop 2 070619,Tectonic,"Source: Ridgecrest 2019; 20 cm of offset across two traces, 18 cm on west trace, 2-3 cm on east trace ",,Right,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,2019-07-06T16:32:17-07,J. Thompson Jobe,,,,,,,,,,,,,,,,,,,,,,,,35.59021491,-117.4166039,USGS,At Site,,35.59021491,-117.4166039,7.1,"J. Delano/USGS
C. DuRoss/USGS
R. Gold/USGS
J. Thompson Jobe/USGS",'07/06-3',
87,Stop 3 070619,Tectonic,"Source: Ridgecrest 2019; Offset tire tracks, 20 cm offset, appears to be more distributed. Small fissure/crack just to north. ",,Right,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,2019-07-06T16:39:37-07,J. Thompson Jobe,,,,,,,,,,,,,,,,,,,,,,Cultural,,35.59090152,-117.4171976,USGS,At Site,Tire tracks,35.59090152,-117.4171976,7.1,"J. Delano/USGS
C. DuRoss/USGS
R. Gold/USGS
J. Thompson Jobe/USGS",'07/06-3',
88,Placemark 1,Tectonic,"Source: Ridgecrest 2019; 1-2 cm left-lateral, right stepping.stepping; N80E; along south side of pressure ridge",,Left,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,2019-07-06T16:53:23-07,J. Treiman,,,,,,,,,,,,,,,,,,,,,,,,35.62097279,-117.578346,CGS,At Site,,35.62097279,-117.578346,6.4,J. Treiman/CGS,'07/06-4',
89,50,Tectonic,Source: Ridgecrest 2019; Small scarp 2-5 cm up on SE and small offset curvilinear gullies. ,,Normal,West,,,,,,,,Scarp,,,,,,,,,,,,,,2.0,5.0,,,2019-07-06T17:07:06-07,I. Pierce,,,,,,,,,,,,,,,,,,,,,,Natural,,35.61243133,-117.5787587,UNR,At Site,Gully,35.61243133,-117.5787587,6.4,"B. Brooks/USGS
T. Ericksen/USGS
I. Pierce/UNR",'07/06-1',Separation
90,51,Tectonic,"Source: Ridgecrest 2019; Small right stepping dilational breaks open 0.5 cm to 30 cm.
",,Left,,,,,,,0.5,30.0,En echelon,,,,,,,,,,,,,,,,,,2019-07-06T17:12:00-07,I. Pierce,,,,,,,,,,,,,,,,,,,,,,,Extension,35.61113521,-117.5796796,UNR,At Site,,35.61113521,-117.5796796,6.4,"B. Brooks/USGS
T. Ericksen/USGS
I. Pierce/UNR",'07/06-1',
91,52,Tectonic,"Source: Ridgecrest 2019; 30 to 90 cm wide x 30 cm ft deep open breaks right stepping predominantly dilational. 
",,Left,,,,,,,30.0,90.0,En echelon,,,,,,,,,,,,,,,,,,2019-07-06T17:15:21-07,I. Pierce,,,,,,,,,,,,,,,,,,,,,,,Extension,35.61038483,-117.5800207,UNR,At Site,,35.61038483,-117.5800207,6.4,"B. Brooks/USGS
T. Ericksen/USGS
I. Pierce/UNR",'07/06-1',
92,54,Tectonic,"Source: Ridgecrest 2019; 30 to 60 cm wide x 1.2 m deep open crack 
",,,,,,,,,30.0,60.0,,,,,,,,,,,,,,,,,,,2019-07-06T17:19:03-07,I. Pierce,,,,,,,,,,,,,,,,,,,,,,,Extension,35.60966856,-117.5804982,UNR,At Site,,35.60966856,-117.5804982,6.4,"B. Brooks/USGS
T. Ericksen/USGS
I. Pierce/UNR",'07/06-1',
93,Stop 7 070619,Tectonic,"Source: Ridgecrest 2019; 48 cm of offset, decreases away from fault over 15 m or so. Railroad tie gap used for offset. Railroad tracks actually bend and are not broken. Fault trace continues to south of tracks. ",,Right,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,2019-07-06T18:00:40-07,J. Thompson Jobe,,,,,,,,,,,,,,,,,,,,,,Cultural,,35.59430977,-117.4004649,USGS,At Site,Railroad tie,35.59430977,-117.4004649,7.1,"J. Delano/USGS
C. DuRoss/USGS
R. Gold/USGS
J. Thompson Jobe/USGS",'07/06-3',
94,Observation 60,Tectonic,Source: Ridgecrest 2019; Right-lateral offset of roadway. 3 ft offset of road tracks,,Right,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,2019-07-06T18:20:00-07,C. Hitchcock,,,,,,,,,,,,,,,,,Observation time is estimated,,,,,Cultural,,35.59645633,-117.4022111,InfraTerra,At Site,Road tracks,35.59645633,-117.4022111,7.1,"C. Hitchcock/InfraTerra
O. Kozaci/InfraTerra
C. Madugo/PG&E",'07/06-6',
95,Observation 61,Tectonic,Source: Ridgecrest 2019; 2 ft offset of tracks,,Right,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,2019-07-06T18:34:00-07,C. Hitchcock,,,,,,,,,,,,,,,,,,,,,,Cultural,,35.59432367,-117.4005113,InfraTerra,At Site,Tracks,35.59432367,-117.4005113,7.1,"C. Hitchcock/InfraTerra
O. Kozaci/InfraTerra
C. Madugo/PG&E",'07/06-6',
96,61,Tectonic,"Source: Ridgecrest 2019; Small cracks near dirt road, 2 to 15 cm wide x 10 cm deep
",,,,,,,,,2.0,15.0,Crack(s),,,,,,,,,,,,,,,,,,2019-07-06T18:45:14-07,I. Pierce,,,,,,,,,,,,,,,,,,,,,,,Extension,35.60378552,-117.5869313,UNR,At Site,,35.60378552,-117.5869313,6.4,"B. Brooks/USGS
T. Ericksen/USGS
I. Pierce/UNR",'07/06-1',
97,Placemark 48,Tectonic,Source: Ridgecrest 2019; Same as 64 except break tighter <1 cm. Farthest south break found,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2019-07-06T19:10:05-07,I. Pierce,,,,,,,,,,,,,,,,,,,,,,,Extension,35.59935126,-117.5909972,UNR,At Site,,35.59935126,-117.5909972,6.4,"B. Brooks/USGS
T. Ericksen/USGS
I. Pierce/UNR",'07/06-1',
98,363,Tectonic,Source: Ridgecrest 2019; Left-lateral offset along rupture,,Left,West,,,,Separation,,,,,,,,,,,,,,20.0,16.0,24.0,2.5,2.0,3.0,,,2019-07-07T00:00:00-07,R. Gold,,,,,,,,,,,,,,,,,Observation time not reported,,,,,,,35.88743099,-117.703593,USGS,At Site,,35.88743099,-117.703593,7.1,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
D. McPhillips/USGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-2',Separation
99,8,Tectonic,"Source: Ridgecrest 2019; Triple stranded w/natural bend in stream
Offset quality - B/C",,Right - Normal,West,,,,Separation,,,,,,,,,,,,,,50.0,35.0,55.0,23.0,20.0,26.0,,,2019-07-07T00:00:00-07,A. Hatem,,,,,,,,,,,,,,,,,Observation time not reported,,,,,,,35.59201017,-117.3983122,USC,At Site,,35.59201017,-117.3983122,7.1,"J. Dolan/USC
A. Hatem/USC",'07/07-9',Separation
100,9,Tectonic,"Source: Ridgecrest 2019; Thalweg of channel-fuzzy
Offset quality - B",,Right,West,,,,Separation,,,,,,,,,,,,,,8.0,6.0,10.0,16.0,14.0,18.0,,,2019-07-07T00:00:00-07,A. Hatem,,,,,,,,,,,,,,,,,Observation time not reported,,,,,Natural,,35.59179564,-117.3981459,USC,At Site,Channel thalweg,35.59179564,-117.3981459,7.1,"J. Dolan/USC
A. Hatem/USC",'07/07-9',Separation
