CreationDate,Creator,Date_of_Movement,EditDate,Editor,Fault_Slip_Measurement_Type,Feature_Origin,GlobalID,Heave_cm,Heave_max_cm,Heave_min_cm,Horizontal_Separation_Max_cm,Horizontal_Separation_Min_cm,Horizontal_Separation_cm,Local_Fault_Azimuth_Degrees,Local_Fault_Dip,Mode_Observation,Net_Slip_Max_cm,Net_Slip_Min_cm,Net_Slip_Preferred_cm,Notes,OBJECTID,Plunge,Rupture_Expression,Rupture_Width_Max_m,Rupture_Width_Min_m,Rupture_Width_m,Scarp_Facing_Direction,Slip_Azimuth,Slip_Offset_Feature_Notes,Slip_Sense,Station_ID,VM_Slip_Azimuth,Vector_Offset_Feature_Notes,Vertical_Separation_Max_cm,Vertical_Separation_Min_cm,Vertical_Separation_cm,_Compiler_Note,_aperture_max,_aperture_min,_aperture_pref,_citation,_comp_offset,_feature_type,_heave_type,_latitude,_longitude,_obs_affiliation,_obs_position,_observed_feature,_orig_lat,_orig_lon,_photo,_source,_team,_team_id,_trace,_vert_slip_type
,Morelan/Trexler,2014:08:25,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,79,,,,,,,,,,79.0,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",,,,38.24349711,-122.3210336,,,Soil,38.24350739,-122.3210602,Y,,,,A,
,Lutz,2014:08:30,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; 7.5-m-wide zone of right-stepping en echelon transpressional furrows in tarmac with left-stepping open fractures along crests: vertical displacement 0.7 ft. east-up.,80,,,,,,E,,,RL,80.0,,,,,21.3,,,,,,,,,38.24361331,-122.3211125,,,Pavement,38.24360657,-122.3210983,N,,,,A,
,Lutz,2014:08:30,,,,Tectonic,,,,,,,>1.4,345,,,,,,Source: Napa 2014; 7.5-m-wide zone of right-stepping en echelon transpressional furrows in tarmac with left-stepping open fractures along crests: slip vector length was 0.1 ft. along 282 bearing. Average fault strike is 345. Slip measurement is minimum value.,81,,,,,,,,,RL,81.0,,,,,,,,,,,>2.7,,,38.24365733,-122.3211726,,,Pavement,38.24365234,-122.3211594,N,,,,A,
,Lutz,2014:08:30,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; 7.5-m-wide zone of right-stepping en echelon transpressional furrows in tarmac with left-stepping open fractures along crests: vertical displacement 0.25 ft. east-up.,82,,,,,,E,,,RL,82.0,,,,,7.6,,,,,,,,,38.24370362,-122.3211615,,,Pavement,38.24369812,-122.3211517,N,,,,A,
,Morelan/Trexler,2014:08:24,,,,Tectonic,,9*,,,,,,330,,,,,,Source: Napa 2014; Site name: stone_bridge - Measurement: 9 cm - Measurement azimuth: 330 - Feature azimuth: 30 - Displacement sense: opening.,83,,,,,,,,,,83.0,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",,,,38.24387096,-122.3211574,,,Pavement,38.24386597,-122.3211441,Y,,,,A,
,Delattre,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,84,,,,,,,,,RL,84.0,,,,,,,,,,,,,,38.2438824,-122.3212642,,,Pavement,38.24330139,-122.3203964,Y,,,,A,
,Morelan/Trexler,2014:08:25,,,,,,,,,,,,,,,,,,"Source: Napa 2014; Site name: stone bridge, increased to 12 cm opening on 8/25.",85,,,,,,,,,,,,,,,,,,,,,,,,38.243898,-122.321254,,,Pavement,38.24386597,-122.3211441,Y,,,,,
,Dawson/Davenport,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,86,,,,,,,,,,86.0,,,,,,,,,,,,,,38.24390684,-122.3212464,,,Pavement,38.24396896,-122.3212204,Y,,,,A,
,Lancaster/Pridmore,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,87,,,,,,,,,,87.0,,,,,,,,,,,,,,38.24390684,-122.3212464,,,Pavement,38.24388123,-122.3212967,Y,,,,A,
,Lutz,2014:08:30,,,,Tectonic,,,,,,,>10.5,345,,,,,,Source: Napa 2014; 15- to 18-m-wide zone of distributed cracking and warping in tarmac; slip vector length was 0.38 ft. along 320 bearing. Average fault strike was 345. Vertical displacement 0.25 ft. east-up. Slip measurement is minimum value.,88,,,,,,E,,,RL,88.0,,,,,7.6,,,,,,>4.9,,,38.24390684,-122.3212464,,,Pavement,38.24399948,-122.3212814,N,,,,A,
,Hudnut,2014:09:01,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Fractures in pavement.,89,,,,,,,,,,89.0,,,,,,,,,,,,,,38.24390684,-122.3212464,,,Pavement,38.24390411,-122.3212585,Y,,,,A,
,Dawson/Davenport,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,90,,,,,,,,,,90.0,,,,,,,,,,,,,,38.24407639,-122.32132,,,Pavement,38.24406815,-122.3213043,Y,,,,A,
,Hudnut,2014:09:01,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Fracture in pavement.,91,,,,,,,,,,91.0,,,,,,,,,,,,,,38.24410949,-122.3213452,,,Pavement,38.24409103,-122.3213501,Y,,,,A,
,Lutz,2014:08:30,,,,Tectonic,,,,,,,>14.1,345,,,,,,Source: Napa 2014; 9-m-wide zone of distributed cracking and warping in tarmac: slip vector length was 0.9 ft. along 286 bearing. Average fault strike was 345. Slip measurement is minimum value.,92,,,,,,,,,RL,92.0,,,,,,,,,,,>23.5,,,38.2441151,-122.3214168,,,Pavement,38.24411011,-122.3214035,N,,,,A,
,Hudnut,2014:09:01,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Fractures in soil.,93,,,,,,,,,,93.0,,,,,,,,,,,,,,38.24416494,-122.3213885,,,Soil,38.24416351,-122.3213882,Y,,,,A,
,Morelan/Trexler,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,94,,,,,,,,,,94.0,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",,,,38.24417354,-122.3213856,,,Wall/Fence,38.24417,-122.3214,Y,,,,A,
,Morelan/Trexler,2014:08:25,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,95,,,,,,,,,,95.0,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",,,,38.24417354,-122.3213856,,,Wall/Fence,38.24417,-122.3214,Y,,,,A,
,Lutz,2014:08:30,,,,Tectonic,,,,,,,>7.6,345,,,,,,Source: Napa 2014; 2.5- to 3-m-wide zone of right-stepping en echelon transpressional furrows with left-stepping open fractures along crests: slip vector length was 0.25 ft. (~7.5 cm) along 340 bearing. Average fault strike was 345. Slip measurement is minimum value.,96,,,,,,,,,RL,96.0,,,,,,,,,,,>0.6,,,38.24445418,-122.3215609,,,Soil,38.24443436,-122.3215485,N,,,,A,
,Lutz,2014:08:30,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; 2.5- to 3-m-wide zone of right-stepping en echelon transpressional furrows with left-stepping open fractures along crests: vertical displacement 0.3 ft. west-up.,97,,,,,,W,,,RL,97.0,,,,,9.1,,,,,,,,,38.24463907,-122.3216821,,,Soil,38.24463272,-122.3216705,N,,,,A,
,Lutz,2014:08:30,,,,Tectonic,,,,,,,>14.4,345,,,,,,Source: Napa 2014; 2.5-m-wide zone of right-stepping en echelon transpressional furrows with left-stepping open fractures along crests: slip vector length was 0.6 ft. along 307 bearing. Average fault strike was 345. Slip measurement is minimum value. Vertical component displacement was 0.25 ft. west-up.,98,,,,,,W,,,RL,98.0,,,,,7.6,,,,,,>11.2,,,38.244817,-122.3217601,,,Soil,38.24481201,-122.3217468,N,,,,A,
,Lutz,2014:09:02,,,,Tectonic,,,,,,,>10,345,,,,,,Source: Napa 2014; 7.5-m-wide zone of left-stepping en echelon fractures: slip vector length was 0.35 ft. along 325 bearing. Average fault strike was 345. Slip measurement is minimum value.,99,,,,,,,,,RL,99.0,,,,,,,,,,,>3.6,,,38.24531361,-122.3219973,,,Soil,38.24530029,-122.3219833,N,,,,A,
,Morelan/Trexler,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,100,,,,,,,,,,100.0,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",,,,38.24581051,-122.3222629,,,Soil,38.24583054,-122.3222885,Y,,,,A,
,Dawson/Davenport,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,101,,,,,,,,,,101.0,,,,,,,,,,,,,,38.24581051,-122.3222629,,,Soil,38.24579239,-122.3222504,Y,,,,A,
,Morelan/Trexler,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,102,,,,,,,,,,102.0,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",,,,38.24581051,-122.3222629,,,Soil,38.24583054,-122.3222885,Y,,,,A,
,Lancaster/Pridmore,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,103,,,,,,,,,,103.0,,,,,,,,,,,,,,38.24581051,-122.3222629,,,Soil,38.24585342,-122.3223114,Y,,,,A,
,Dawson/Davenport,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,104,,,,,,,,,,104.0,,,,,,,,,,,,,,38.24591183,-122.322299,,,Pavement,38.24586105,-122.322258,Y,,,,A,
,Morelan/Trexler,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Crack in asphalt patch.,105,,,,,,,,,,105.0,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",,,,38.24591183,-122.322299,,,Pavement,38.24592972,-122.3223038,Y,,,,A,
,Morelan/Trexler,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Site name: middle - Measurement: None - Measurement azimuth: None - Feature azimuth: 345 - Displacement sense: RL; buckled road.,106,,,,,,,,,RL,106.0,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",,,,38.24592794,-122.3223056,,,Pavement,38.24592972,-122.3223038,Y,,,,A,
,Lancaster/Pridmore,2014:08:24,,,,Tectonic,,,,,,,15*,,,,,,,"Source: Napa 2014; Fault across road, repaired by county. Roughly six inches right-lateral offset.",107,,,,,,,,,RL,107.0,,,,,,,,,,,,,,38.24592794,-122.3223056,,,Pavement,38.2457962,-122.3222885,Y,,,,A,
,Morelan/Trexler,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,108,,,,,,,,,,108.0,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",,,,38.2459643,-122.3223651,,,Wall/Fence,38.24599457,-122.3223038,Y,,,,A,
,Hudnut,2014:09:01,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Fence offset.,109,,,,,,,,,,109.0,,,,,,,,,,,,,,38.2459643,-122.3223651,,,Wall/Fence,38.24612427,-122.3220596,Y,,,,A,
,Lutz,2014:09:25,,,,Tectonic,,,,,,,,,,,,,,"Source: Napa 2014; Vegetation lineament, Middle Ave; view to west.",110,,,,,,,,,,110.0,,,,,,,,,,,,,,38.24676369,-122.3227207,,,Vineyard row,38.24684906,-122.3223877,Y,,,,A,
,Dawson,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,111,,,,,,,,,,111.0,,,,,,,,,,,,,,38.24995909,-122.3241504,,,Soil,38.24995422,-122.3241348,Y,,,,A,
,Hudnut,2014:08:30,,,,Tectonic,,,,,,,15-25*,,,,,,,Source: Napa 2014; Offset pavement and fractures in soil; N10W zone of fractures at asphalt in road crossing; 15-25 cm right-lateral across zone of en echelon cracks.,112,,,,,,,,,RL,112.0,,,,,,,,,,,,,,38.24997838,-122.3241531,,,Soil,38.24995804,-122.3241959,Y,,,,A,
,Dawson,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,113,,,,,,,,,,113.0,,,,,,,,,,,,,,38.25006646,-122.3242115,,,Soil,38.25009537,-122.3242111,Y,,,,A,
,Dawson,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,114,,,,,,,,,,114.0,,,,,,,,,,,,,,38.25040859,-122.3244468,,,Soil,38.25040436,-122.3244324,Y,,,,A,
,Dawson,2014:09:01,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,115,,,,,,,,,,115.0,,,,,,,,,,,,,,38.25040859,-122.3244468,,,Soil,38.2504425,-122.3244705,Y,,,,A,
,Hudnut,2014:09:05,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,116,,,,,,,,,,116.0,,,,,,,,,,,,,,38.25074985,-122.3246353,,,Vineyard row,38.25201035,-122.323082,Y,,,,A,
,Dawson,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,117,,,,,,,,,,117.0,,,,,,,,,,,,,,38.25107624,-122.3248296,,,Soil,38.25107193,-122.3248138,Y,,,,A,
,Dawson,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,118,,,,,,,,,,118.0,,,,,,,,,,,,,,38.25140208,-122.3250166,,,Soil,38.25139618,-122.3250046,Y,,,,A,
,Morelan/Trexler,2014:08:24,,,,Tectonic,,,,,,,20*,345,,,,,,Source: Napa 2014; Site name: withers - Measurement: 20 cm - Measurement azimuth: 345 - Feature azimuth: None - Displacement sense: RL.,119,,,,,,,,,RL,119.0,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",,,,38.2515959,-122.3251421,,,Pavement,38.25156784,-122.3251343,Y,,,,A,
,Dawson,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,120,,,,,,,,,,120.0,,,,,,,,,,,,,,38.2515959,-122.3251421,,,Pavement,38.25157547,-122.3251266,Y,,,,A,
,Morelan/Trexler,2014:08:25,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Site name: withers ,121,,,,,,,,,,121.0,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",,,,38.2515959,-122.3251421,,,Pavement,38.25157166,-122.3251266,Y,,,,A,
,Hudnut,2014:08:30,,,,Tectonic,,,,,,,15-25*,,,,,,,Source: Napa 2014; Fractures in pavement; 15-25 cm right-lateral along scarp of previously mapped strand.,122,,,,,,,,,RL,122.0,,,,,,,,,,,,,,38.2515959,-122.3251421,,,Pavement,38.25159073,-122.3251495,Y,,,,A,
,Morelan/Trexler,2014:08:25,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,123,,,,,,,,,,123.0,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",,,,38.25164936,-122.3251495,,,Soil,38.25164413,-122.3251343,Y,,,,A,
,Hudnut,2014:08:30,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Fractures in soil.,124,,,,,,,,,,124.0,,,,,,,,,,,,,,38.25164936,-122.3251495,,,Soil,38.25164032,-122.3251495,Y,,,,A,
,Hudnut,2014:08:30,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Offset fence.,125,,,,,,,,,,125.0,,,,,,,,,,,,,,38.25166444,-122.3251566,,,Wall/Fence,38.25165558,-122.3251495,Y,,,,A,
,Hudnut,2014:08:30,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Fractures in soil.,126,,,,,,,,,,126.0,,,,,,,,,,,,,,38.25168297,-122.3251653,,,Soil,38.25166321,-122.3251724,Y,,,,A,
,Lienkaemper,2014:09:27,,,,Tectonic,,,,,,,,,,,,,,"Source: Napa 2014; Looking northward from Withers Rd, rupture 34 days post-earthquake.",127,,,,,,,,,,127.0,,,,,,,,,,,,,,38.25168297,-122.3251653,,,Soil,38.25159454,-122.3255768,Y,,,,A,
,Hudnut,2014:09:05,,,,Uncertain,,,,,,,,,,,,,,Source: Napa 2014; nan,128,,,,,,,,,,128.0,,,,,,,,,,,,,,38.25227474,-122.3225612,,,Soil,38.25225067,-122.3225403,Y,,,,A,
,Hudnut,2014:09:05,,,,Uncertain,,,,,,,,,,,,,,Source: Napa 2014; nan,129,,,,,,,,,,129.0,,,,,,,,,,,,,,38.25231288,-122.3225612,,,Soil,38.25231552,-122.3225327,Y,,,,A,
,Hudnut,2014:09:05,,,,Uncertain,,,,,,,,,,,,,,Source: Napa 2014; nan,130,,,,,,,,,,130.0,,,,,,,,,,,,,,38.25236247,-122.3225383,,,Soil,38.25236893,-122.3225174,Y,,,,A,
,Hudnut,2014:09:05,,,,Uncertain,,,,,,,,,,,,,,Source: Napa 2014; nan,131,,,,,,,,,,131.0,,,,,,,,,,,,,,38.25249599,-122.3225993,,,Soil,38.25251389,-122.3225861,Y,,,,A,
,Hudnut,2014:09:05,,,,Uncertain,,,,,,,,,,,,,,Source: Napa 2014; nan,132,,,,,,,,,,132.0,,,,,,,,,,,,,,38.25254176,-122.3226298,,,Soil,38.25254822,-122.3225861,Y,,,,A,
,Delattre,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Plank wall and header split by right-lateral deflection.,133,,,,,,,,,RL,133.0,,,,,,,,,,,,,,38.25269053,-122.3256535,,,Wall/Fence,38.25099945,-122.3249969,Y,,,,A,
,Zaccone,2014:09:01,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Vineyard offset--Cuttings Wharf Rd looking west.,134,,,,,,,,,,134.0,,,,,,,,,,,,,,38.25291352,-122.3257884,,,Vineyard row,38.25323486,-122.3253174,Y,,,,A,
,Delattre,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,135,,,,,,,,,,135.0,,,,,,,,,,,,,,38.25334056,-122.3260174,,,Wall/Fence,38.25340652,-122.3256683,Y,,,,A,
,Dawson,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,136,,,,,,,,,,136.0,,,,,,,,,,,,,,38.25334056,-122.3260174,,,Wall/Fence,38.25333405,-122.326004,Y,,,,A,
,Dawson,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,137,,,,,,,,,,137.0,,,,,,,,,,,,,,38.25337813,-122.3260339,,,Soil,38.25326538,-122.3259735,Y,,,,A,
,Zaccone,2014:09:01,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Horse ranch Cuttings Wharf Road.,138,,,,,,,,,,138.0,,,,,,,,,,,,,,38.25337813,-122.3260339,,,Soil,38.25376511,-122.3259811,Y,,,,A,
,Dawson,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,139,,,,,,,,,,139.0,,,,,,,,,,,,,,38.25341146,-122.3260619,,,Wall/Fence,38.25340652,-122.3260422,Y,,,,A,
,Dawson,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,140,,,,,,,,,,140.0,,,,,,,,,,,,,,38.25343686,-122.3260732,,,Soil,38.25343323,-122.3260574,Y,,,,A,
,Dawson,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,141,,,,,,,,,,141.0,,,,,,,,,,,,,,38.2535752,-122.3261588,,,Soil,38.25358963,-122.3261642,Y,,,,A,
,Lancaster/Pridmore,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,142,,,,,,,,,,142.0,,,,,,,,,,,,,,38.2535752,-122.3261588,,,Soil,38.25384521,-122.3260117,Y,,,,A,
,Hudnut,2014:08:30,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Fractures in soil.,143,,,,,,,,,,143.0,,,,,,,,,,,,,,38.2535752,-122.3261588,,,Soil,38.25357056,-122.3261642,Y,,,,A,
,Seitz,2014:10:13,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,144,,,,,,,,,,144.0,,,,,,,,,,,,,,38.2535752,-122.3261588,,,Soil,38.25362015,-122.3261719,Y,,,,A,
,Delattre,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,145,,,,,,,,,,145.0,,,,,,,,,,,,,,38.2536404,-122.3262004,,,Soil,38.25370407,-122.3262405,Y,,,,A,
,Dawson,2014:08:25,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,146,,,,,,,,,,146.0,,,,,,,,,,,,,,38.2536404,-122.3262004,,,Soil,38.25363541,-122.3261871,Y,,,,A,
,Dawson,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,147,,,,,,,,,,147.0,,,,,,,,,,,,,,38.25365845,-122.326218,,,Soil,38.25366592,-122.3262177,Y,,,,A,
,Dawson,2014:08:25,,,,Tectonic,,,,,,,10*,,,,,,,Source: Napa 2014; Offset driveway. About 10 cm right lateral.,148,,,,,,,,,RL,148.0,,,,,,,,,,,,,,38.25367033,-122.3262297,,,Soil,38.25367737,-122.3261719,Y,,,,A,
,Zaccone,2014:09:01,,,,Tectonic,,,,,,,,,,,,,,"Source: Napa 2014; Horse ranch, Cuttings Wharf Road.",149,,,,,,,,,,149.0,,,,,,,,,,,,,,38.25367033,-122.3262297,,,Soil,38.25376511,-122.3259811,Y,,,,A,
,Hudnut,2014:08:30,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Fractures in soil.,150,,,,,,,,,,150.0,,,,,,,,,,,,,,38.25375988,-122.3262811,,,Soil,38.25371552,-122.3262634,Y,,,,A,
,Dawson,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Left-lateral line offset.,151,,,,,,,,,LL,151.0,,,,,,,,,,,,,,38.25406764,-122.3261851,,,Pavement,38.25442505,-122.3265076,Y,,,,A,
,Lancaster/Pridmore,2014:08:24,,,,Tectonic,,5*,,,,,,,,,,,,Source: Napa 2014; Southern limit of faulting; 5 cm wide crack in road.,152,,,,,,,,,,152.0,,,,,,,,,,,,,,38.25406764,-122.3261851,,,Pavement,38.25410461,-122.3262024,N,,,,A,
,Lancaster/Pridmore,2014:08:24,,,,Tectonic,,,,,,,,10,,,,,,Source: Napa 2014; Cracking in vineyard oriented 10 degree azimuth.,153,,,,,,,,,,153.0,,,,,,,,,,,,,,38.25422405,-122.3262004,,,Soil,38.25420761,-122.3262482,N,,,,A,
,Dawson,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,154,,,,,,,,,,154.0,,,,,,,,,,,,,,38.25444294,-122.326436,,,Soil,38.25446701,-122.3264923,Y,,,,A,
,Dawson,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Compiler note: Probable clockwise rotation of pavement from here south to Stn. 157 producing LL offset of pavement line.,155,,,,,,,,,,155.0,,,,,,,,,,,,,,38.2544461,-122.3266275,,,Pavement,38.25448227,-122.3265381,Y,,,,A,
,Lancaster/Pridmore,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,"Source: Napa 2014; Fault in road, up to the north; reverse separation.",156,,,,,,,,,,156.0,,,,,,,,,,,,,,38.25445937,-122.3266045,,,Pavement,38.25468826,-122.3267746,Y,,,,A,
,Dawson,2014:08:25,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Cuttings Wharf Road. 4 to 5 additional centimeters of vertical since road was patched. Compiler note: upthrown side inferred from photo.,157,,,,,,N,,,,157.0,,,,,4-5*,,,,,,,,,38.25445937,-122.3266045,,,Pavement,38.25451279,-122.3264542,Y,,,,A,
,Dawson,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Fresh cracks in asphalt.,158,,,,,,,,,,158.0,,,,,,,,,,,,,,38.2544617,-122.3266004,,,Pavement,38.2544899,-122.3265991,Y,,,,A,
,Morelan/Trexler,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; nan,159,,,,,,,,,,159.0,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",,,,38.25446525,-122.3264298,,,Soil,38.25450897,-122.3264008,Y,,,,A,
,Morelan/Trexler,2014:08:24,,,,Tectonic,,2*,,,,,,5,,,,,,Source: Napa 2014; Site name: cuttings wharf - Measurement: 2 cm - Measurement azimuth: 95 - Feature azimuth: 5 - Displacement sense: opening.,160,,,,,,,,,,160.0,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",,,,38.2544756,-122.3265763,,,Pavement,38.25439835,-122.3265991,Y,,,,A,
,Holzer,2014:08:24,,,,Tectonic,,,,,,,,,,,,,,Source: Napa 2014; Cuttings Wharf Road: surface faulting.,161,,,,,,,,,,161.0,,,,,,,,,,,,,,38.2544756,-122.3265763,,,Pavement,38.2544899,-122.3265686,Y,,,,A,
